C0023380,LETHARGY (Lethargy),Sign or Symptom,C0344315,depression (Depressed mood),Mental or Behavioral Dysfunction,"The word derives from Latin stupere and is related to stunned, stupid, dazed or LETHARGY.Depression is a serious medical illness."
C0023380,LETHARGY (Lethargy),Sign or Symptom,C0009676,dazed (Confusion),Mental or Behavioral Dysfunction,"The word derives from Latin stupere and is related to stunned, stupid, dazed or LETHARGY.Depression is a serious medical illness."
C0023380,LETHARGY (Lethargy),Sign or Symptom,C0009676,dazing (Confusion),Mental or Behavioral Dysfunction,"The word derives from Latin stupere and is related to stunned, stupid, dazed or LETHARGY.Depression is a serious medical illness."
C0023380,LETHARGY (Lethargy),Sign or Symptom,C0011570,DEPRESSION (Mental Depression),Mental or Behavioral Dysfunction,"The word derives from Latin stupere and is related to stunned, stupid, dazed or LETHARGY.Depression is a serious medical illness."
C0023380,LETHARGY (Lethargy),Sign or Symptom,C0221423,Illness (Illness (finding)),Sign or Symptom,"The word derives from Latin stupere and is related to stunned, stupid, dazed or LETHARGY.Depression is a serious medical illness."
C0344315,depression (Depressed mood),Mental or Behavioral Dysfunction,C0009676,dazed (Confusion),Mental or Behavioral Dysfunction,"The word derives from Latin stupere and is related to stunned, stupid, dazed or LETHARGY.Depression is a serious medical illness."
C0344315,depression (Depressed mood),Mental or Behavioral Dysfunction,C0009676,dazing (Confusion),Mental or Behavioral Dysfunction,"The word derives from Latin stupere and is related to stunned, stupid, dazed or LETHARGY.Depression is a serious medical illness."
C0344315,depression (Depressed mood),Mental or Behavioral Dysfunction,C0011570,DEPRESSION (Mental Depression),Mental or Behavioral Dysfunction,"The word derives from Latin stupere and is related to stunned, stupid, dazed or LETHARGY.Depression is a serious medical illness."
C0344315,depression (Depressed mood),Mental or Behavioral Dysfunction,C0221423,Illness (Illness (finding)),Sign or Symptom,"The word derives from Latin stupere and is related to stunned, stupid, dazed or LETHARGY.Depression is a serious medical illness."
C0009676,dazed (Confusion),Mental or Behavioral Dysfunction,C0009676,dazing (Confusion),Mental or Behavioral Dysfunction,"The word derives from Latin stupere and is related to stunned, stupid, dazed or LETHARGY.Depression is a serious medical illness."
C0009676,dazed (Confusion),Mental or Behavioral Dysfunction,C0011570,DEPRESSION (Mental Depression),Mental or Behavioral Dysfunction,"The word derives from Latin stupere and is related to stunned, stupid, dazed or LETHARGY.Depression is a serious medical illness."
C0009676,dazed (Confusion),Mental or Behavioral Dysfunction,C0221423,Illness (Illness (finding)),Sign or Symptom,"The word derives from Latin stupere and is related to stunned, stupid, dazed or LETHARGY.Depression is a serious medical illness."
C0009676,dazing (Confusion),Mental or Behavioral Dysfunction,C0011570,DEPRESSION (Mental Depression),Mental or Behavioral Dysfunction,"The word derives from Latin stupere and is related to stunned, stupid, dazed or LETHARGY.Depression is a serious medical illness."
C0009676,dazing (Confusion),Mental or Behavioral Dysfunction,C0221423,Illness (Illness (finding)),Sign or Symptom,"The word derives from Latin stupere and is related to stunned, stupid, dazed or LETHARGY.Depression is a serious medical illness."
C0011570,DEPRESSION (Mental Depression),Mental or Behavioral Dysfunction,C0221423,Illness (Illness (finding)),Sign or Symptom,"The word derives from Latin stupere and is related to stunned, stupid, dazed or LETHARGY.Depression is a serious medical illness."
C0344315,depression (Depressed mood),Mental or Behavioral Dysfunction,C0011581,Depression (Depressive disorder),Mental or Behavioral Dysfunction,"If you are one of the more than 19 million teens and adults in the United States who have depression, the feelings do not go away."
C0344315,depression (Depressed mood),Mental or Behavioral Dysfunction,C0011570,DEPRESSION (Mental Depression),Mental or Behavioral Dysfunction,"If you are one of the more than 19 million teens and adults in the United States who have depression, the feelings do not go away."
C0011581,Depression (Depressive disorder),Mental or Behavioral Dysfunction,C0011570,DEPRESSION (Mental Depression),Mental or Behavioral Dysfunction,"If you are one of the more than 19 million teens and adults in the United States who have depression, the feelings do not go away."
C0030193,pains (Pain),Sign or Symptom,C0026821,Cramps (Muscle Cramp),Sign or Symptom,"Symptoms can include  Feeling sad or ""empty"" Loss of interest in favorite activities Overeating, or not wanting to eat at all Not being able to sleep, or sleeping too much Feeling very tired Feeling hopeless, irritable, anxious, or guilty Aches or pains, headaches, cramps, or digestive problems Thoughts of death or suicide  Depression is a disorder of the brain."
C0030193,pains (Pain),Sign or Symptom,C0003467,Anxious (Anxiety),Mental or Behavioral Dysfunction,"Symptoms can include  Feeling sad or ""empty"" Loss of interest in favorite activities Overeating, or not wanting to eat at all Not being able to sleep, or sleeping too much Feeling very tired Feeling hopeless, irritable, anxious, or guilty Aches or pains, headaches, cramps, or digestive problems Thoughts of death or suicide  Depression is a disorder of the brain."
C0030193,pains (Pain),Sign or Symptom,C0015672,Tired (Fatigue),Sign or Symptom,"Symptoms can include  Feeling sad or ""empty"" Loss of interest in favorite activities Overeating, or not wanting to eat at all Not being able to sleep, or sleeping too much Feeling very tired Feeling hopeless, irritable, anxious, or guilty Aches or pains, headaches, cramps, or digestive problems Thoughts of death or suicide  Depression is a disorder of the brain."
C0030193,pains (Pain),Sign or Symptom,C0006111,Disorder of brain (Brain Diseases),Disease or Syndrome,"Symptoms can include  Feeling sad or ""empty"" Loss of interest in favorite activities Overeating, or not wanting to eat at all Not being able to sleep, or sleeping too much Feeling very tired Feeling hopeless, irritable, anxious, or guilty Aches or pains, headaches, cramps, or digestive problems Thoughts of death or suicide  Depression is a disorder of the brain."
C0030193,pains (Pain),Sign or Symptom,C0018681,Headaches (Headache),Sign or Symptom,"Symptoms can include  Feeling sad or ""empty"" Loss of interest in favorite activities Overeating, or not wanting to eat at all Not being able to sleep, or sleeping too much Feeling very tired Feeling hopeless, irritable, anxious, or guilty Aches or pains, headaches, cramps, or digestive problems Thoughts of death or suicide  Depression is a disorder of the brain."
C0030193,pains (Pain),Sign or Symptom,C0234238,Aches (Ache),Sign or Symptom,"Symptoms can include  Feeling sad or ""empty"" Loss of interest in favorite activities Overeating, or not wanting to eat at all Not being able to sleep, or sleeping too much Feeling very tired Feeling hopeless, irritable, anxious, or guilty Aches or pains, headaches, cramps, or digestive problems Thoughts of death or suicide  Depression is a disorder of the brain."
C0030193,pains (Pain),Sign or Symptom,C0221745,SUICIDAL DEPRESSION (DEPRESSION SUICIDAL),Mental or Behavioral Dysfunction,"Symptoms can include  Feeling sad or ""empty"" Loss of interest in favorite activities Overeating, or not wanting to eat at all Not being able to sleep, or sleeping too much Feeling very tired Feeling hopeless, irritable, anxious, or guilty Aches or pains, headaches, cramps, or digestive problems Thoughts of death or suicide  Depression is a disorder of the brain."
C0030193,pains (Pain),Sign or Symptom,C1457887,SYMPTOMS (Symptoms),Sign or Symptom,"Symptoms can include  Feeling sad or ""empty"" Loss of interest in favorite activities Overeating, or not wanting to eat at all Not being able to sleep, or sleeping too much Feeling very tired Feeling hopeless, irritable, anxious, or guilty Aches or pains, headaches, cramps, or digestive problems Thoughts of death or suicide  Depression is a disorder of the brain."
C0030193,pains (Pain),Sign or Symptom,C0851121,digestive problems (digestive problem),Sign or Symptom,"Symptoms can include  Feeling sad or ""empty"" Loss of interest in favorite activities Overeating, or not wanting to eat at all Not being able to sleep, or sleeping too much Feeling very tired Feeling hopeless, irritable, anxious, or guilty Aches or pains, headaches, cramps, or digestive problems Thoughts of death or suicide  Depression is a disorder of the brain."
C0026821,Cramps (Muscle Cramp),Sign or Symptom,C0003467,Anxious (Anxiety),Mental or Behavioral Dysfunction,"Symptoms can include  Feeling sad or ""empty"" Loss of interest in favorite activities Overeating, or not wanting to eat at all Not being able to sleep, or sleeping too much Feeling very tired Feeling hopeless, irritable, anxious, or guilty Aches or pains, headaches, cramps, or digestive problems Thoughts of death or suicide  Depression is a disorder of the brain."
